"CASnummer","Id","Codes","Omschrijving","Groep","Begin.geldigheid","Eind.geldigheid","Status","Gerelateerd","Guid","Exactmatch"
"56-49-5",3029,"3C1ycltn","3-methylcholantreen","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-2f0209df-71b6-435e-aa4a-4b30ec774f7c","http://vocab.nerc.ac.uk/collection/S27/current/CS004198/"
"56-53-1",5235,"DC2ysbsl","diethylstilboestrol","ChemischeStof","2015-01-31","2100-01-01","Geldig","","Id-ce3d319f-6305-4d96-8de2-6d9f69ebdd4b","http://vocab.nerc.ac.uk/collection/S27/current/CS003759/"
"56-55-3",345,"BaA","benzo(a)antraceen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-4185f6c9-0f10-46a8-bcbc-d34547422238","http://vocab.nerc.ac.uk/collection/S27/current/CS002034/"
"56-65-5",3187,"ATP","adenosine-trifosfaat","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-6af6bc94-245e-42c6-889e-e843079b8cfd","http://vocab.nerc.ac.uk/collection/S27/current/CS003665/"
"56-65-5",3187,"ATP","adenosine-trifosfaat","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-6af6bc94-245e-42c6-889e-e843079b8cfd","http://vocab.nerc.ac.uk/collection/S27/current/CS003267/"
"56-65-5",3187,"ATP","adenosine-trifosfaat","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-6bbd2e47-8152-4183-ac8e-82b5c9c10ec7","http://vocab.nerc.ac.uk/collection/S27/current/CS003665/"
"56-65-5",3187,"ATP","adenosine-trifosfaat","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-6bbd2e47-8152-4183-ac8e-82b5c9c10ec7","http://vocab.nerc.ac.uk/collection/S27/current/CS003267/"
"56-72-4",530,"cumfs","cumafos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e923cdee-91a8-44bf-ba01-9ffeebc713fb","http://vocab.nerc.ac.uk/collection/S27/current/CS000375/"
"56-86-0",3879,"glutmnzr","glutaminezuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8e7e6383-fa75-4a52-9b05-5851ae97f8cc","http://vocab.nerc.ac.uk/collection/S27/current/CS003192/"
"563-12-2",719,"eton","ethion","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d4070f1e-f6ca-43d7-91ca-e48d9c249eb1","http://vocab.nerc.ac.uk/collection/S27/current/CS003357/"
"564-25-0",3672,"doxccne","doxycycline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-87659773-b9a1-4805-b5c0-db5d39ba6b5f","http://vocab.nerc.ac.uk/collection/S27/current/CS004410/"
"56558-16-8",5622,"PCB104","2,2',4,6,6'-pentachloorbifenyl","ChemischeStof","2016-08-09","2100-01-01","Geldig","","Id-f82d1ebd-93a4-4259-ad99-355d77767e32","http://vocab.nerc.ac.uk/collection/S27/current/CS001810/"
"57-10-3",866,"C16azr","hexadecaanzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-9e9e9fec-4b94-4835-ac1e-44b933fc21f1","http://vocab.nerc.ac.uk/collection/S27/current/CS000669/"
"57-11-4",1291,"C18azr","octadecaanzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-600c0e1d-cd60-4b6f-adf0-4cb3235b362a","http://vocab.nerc.ac.uk/collection/S27/current/CS002573/"
"57-13-6",1638,"urum","ureum","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fbed5266-38ce-4ee3-8eca-e68bfff8daef","http://vocab.nerc.ac.uk/collection/S27/current/CS026909/"
"57-53-4",6221,"mepbmt","meprobamaat","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-53c34d34-40be-4a2c-87bb-d64196b756c3","http://vocab.nerc.ac.uk/collection/S27/current/CS004307/"
"57-63-6",2294,"etnetDol","ethinylestradiol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-4fe9fff6-db5b-470b-8f2f-69869a53c8fc","http://vocab.nerc.ac.uk/collection/S27/current/CS000557/"
"57-74-9",2220,"Cldn","chloordaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d622b666-3e3b-4cdc-a7ed-bb190f499ea9","http://vocab.nerc.ac.uk/collection/S27/current/CS003348/"
"57-88-5",3420,"cholEsrol","cholesterol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-239e12f7-e136-4599-9ffe-a171933646f6","http://vocab.nerc.ac.uk/collection/S27/current/CS000326/"
"57-91-0",2312,"17aestDol","17alpha-estradiol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5b95ea2e-76a7-41e1-baca-c07e2c5ac9c3","http://vocab.nerc.ac.uk/collection/S27/current/CS003763/"
"57018-04-9",1567,"tolcfsC1y","tolclofos-methyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3d7400dc-3a31-48e9-bf35-937f1e7ccd0e","http://vocab.nerc.ac.uk/collection/S27/current/CS000893/"
"57117-31-4",81,"PCDF114","2,3,4,7,8-pentachloordibenzofuraan","ChemischeStof","2014-08-01","2100-01-01","Geldig","","Id-fac7762e-151c-462a-beac-5f9b0e7cdad3","http://vocab.nerc.ac.uk/collection/S27/current/CS003690/"
"57117-31-4",5116,"PCDF112","2,3,4,7,8-pentachloordibenzofuraan","ChemischeStof","2011-06-08","2014-07-30","Vervallen","","Id-d9de3413-cc1e-4db3-b45d-e943b202f795","http://vocab.nerc.ac.uk/collection/S27/current/CS003690/"
"57117-31-4",81,"PCDF114","(nieuwe code voor) 2,3,4,7,8-pentachloordibenzofuraan","ChemischeStof","2014-07-31","2014-07-31","Vervallen","","Id-7ee3a7e0-a507-4ab5-8ec5-6af899fc9465","http://vocab.nerc.ac.uk/collection/S27/current/CS003690/"
"57117-41-6",25,"PCDF94","1,2,3,7,8-pentachloordibenzofuraan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8fa40bf7-71d5-42e2-bca6-33c8fdbae659","http://vocab.nerc.ac.uk/collection/S27/current/CS003687/"
"57117-44-9",21,"PCDF121","1,2,3,6,7,8-hexachloordibenzofuraan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-585bc82f-75dc-4ada-87cd-9dde81053ecd","http://vocab.nerc.ac.uk/collection/S27/current/CS003683/"
"57465-28-8",1967,"PCB126","3,3',4,4',5-pentachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c21ae7e9-8d96-40e5-baec-7dd37ada9f78","http://vocab.nerc.ac.uk/collection/S27/current/CS003728/"
"575-43-9",2843,"16DC1yNaf","1,6-dimethylnaftaleen","ChemischeStof","2011-06-08","2014-01-27","Vervallen","","Id-cc26bed5-a3c4-494a-b27d-de86a256a91e","http://vocab.nerc.ac.uk/collection/S27/current/CS001523/"
"575-43-9",2843,"16DC1yNaf","1,6-dimethylnaftaleen","ChemischeStof","2014-01-28","2100-01-01","Geldig","","Id-ee134f35-e0e8-410f-a191-e047f94c3ccd","http://vocab.nerc.ac.uk/collection/S27/current/CS001523/"
"576-24-9",94,"23DClFol","2,3-dichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-63da4d05-eb5a-409a-9f5c-dc40ac3eaa15","http://vocab.nerc.ac.uk/collection/S27/current/CS003839/"
"576-26-1",137,"26DC1yFol","2,6-dimethylfenol","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-bf7e692e-11f7-4ac7-ae82-39f1187ace4a","http://vocab.nerc.ac.uk/collection/S27/current/CS003894/"
"576-26-1",137,"26DC1yFol","2,6-dimethylfenol","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-2770ff13-3c55-49ff-bf51-6b547edf20ad","http://vocab.nerc.ac.uk/collection/S27/current/CS003894/"
"57653-85-7",20,"PCDD67","1,2,3,6,7,8-hexachloordibenzo-p-dioxine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fcd5c7f3-a41a-4262-89d0-53c8064cdc3f","http://vocab.nerc.ac.uk/collection/S27/current/CS003684/"
"57837-19-1",1149,"mlxl","metalaxyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-68b3c7ec-959c-49f2-9620-99828b250809","http://vocab.nerc.ac.uk/collection/S27/current/CS004308/"
"57966-95-7",3536,"cymOanl","cymoxanil","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c5496a5e-0cde-4b7a-b20f-e70267ed50c3","http://vocab.nerc.ac.uk/collection/S27/current/CS004074/"
"58-08-2",442,"caffine","caffeine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-43011d58-d9fa-4f25-a02a-5cefe721eebd","http://vocab.nerc.ac.uk/collection/S27/current/CS004270/"
"58-55-9",4861,"theoplne","theophylline","ChemischeStof","2012-05-02","2100-01-01","Geldig","","Id-944f92fd-46a7-46ed-aa32-79652d93f5b7","http://vocab.nerc.ac.uk/collection/S27/current/CS004043/"
"58-89-9",816,"cHCH","gamma-hexachloorcyclohexaan (lindaan)","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e4017c7f-f7c2-4989-b813-62c437b5bfe3","http://vocab.nerc.ac.uk/collection/S27/current/CS002503/"
"58-90-2",80,"2346T4ClFol","2,3,4,6-tetrachloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-519446da-d725-40b8-b562-5e6759de7f55","http://vocab.nerc.ac.uk/collection/S27/current/CS003800/"
"58-93-5",3928,"HCltazde","hydrochloorthiazide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-88f04850-902f-4c99-9dc0-c208136d82ab","http://vocab.nerc.ac.uk/collection/S27/current/CS004411/"
"583-78-8",127,"25DClFol","2,5-dichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-cbbacabb-b037-4ae6-9026-602d861f252f","http://vocab.nerc.ac.uk/collection/S27/current/CS004098/"
"59-50-7",227,"4Cl3C1yFol","4-chloor-3-methylfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-83f5c56a-770b-4d55-9663-e5f140efbec9","http://vocab.nerc.ac.uk/collection/S27/current/CS001152/"
"5902-51-2",4833,"terbcl","terbacil","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a6b8ad79-ce49-4f7d-869b-083dc8146607","http://vocab.nerc.ac.uk/collection/S27/current/CS004018/"
"591-20-8",6249,"3BrFol","3-broomfenol","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-091b1a46-6e06-48e7-977e-0fbaad4718a1","http://vocab.nerc.ac.uk/collection/S27/current/CS004460/"
"591-35-5",186,"35DClFol","3,5-dichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-43e87ae4-0c7e-4720-b3fa-3095e48519c1","http://vocab.nerc.ac.uk/collection/S27/current/CS003840/"
"5915-41-3",1525,"terC4yazne","terbutylazine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-91480557-4038-40af-889a-f8a95c9daaf9","http://vocab.nerc.ac.uk/collection/S27/current/CS000858/"
"593-45-3",6665,"C18a","octadecaan","ChemischeStof","2021-03-19","2100-01-01","Geldig","","Id-ec4b3024-ea9e-4064-ae48-a1c7e538c698","http://vocab.nerc.ac.uk/collection/S27/current/CS000774/"
"594-20-7",1729,"22DClC3a","2,2-dichloorpropaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7ca44365-ebae-4f7b-b997-a483ad8d9dc0","http://vocab.nerc.ac.uk/collection/S27/current/CS004145/"
"59669-26-0",2447,"toDcb","thiodicarb","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e1db1a06-7aa0-41bc-8c21-cc1c0618e602","http://vocab.nerc.ac.uk/collection/S27/current/CS004070/"
"60-33-3",1113,"linzr","linolzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-9589e1a3-97a3-4ebd-b1b2-a4309d50c55e","http://vocab.nerc.ac.uk/collection/S27/current/CS002419/"
"60-51-5",653,"Dmtat","dimethoaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6e056903-5cf0-44ff-a1c1-a82f60bcf5d1","http://vocab.nerc.ac.uk/collection/S27/current/CS000438/"
"60-54-8",4760,"T4ccne","tetracycline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-52cd004f-9135-4df7-8c20-e345d2debde5","http://vocab.nerc.ac.uk/collection/S27/current/CS004412/"
"60-57-1",633,"dieldn","dieldrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-1439ff90-4c22-4f7b-833f-9f025b4b3b0c","http://vocab.nerc.ac.uk/collection/S27/current/CS002468/"
"60142-96-3",3857,"gabptne","gabapentine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-00c14c2a-1255-471d-9f1c-120fe168cab1","http://vocab.nerc.ac.uk/collection/S27/current/CS004413/"
"60166-93-0",4043,"jopmdl","jopamidol","ChemischeStof","2018-12-07","2100-01-01","Geldig","","Id-ec2c1983-e5af-434c-95e4-b465fb652260","http://vocab.nerc.ac.uk/collection/S27/current/CS004414/"
"60168-88-9",747,"fenarml","fenarimol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c283a1a1-1ebc-4572-86d5-3ce1cb3b8071","http://vocab.nerc.ac.uk/collection/S27/current/CS004167/"
"60207-90-1",1429,"propcnzl","propiconazol (som cis- en trans-)","ChemischeStof","2018-12-07","2100-01-01","Geldig","","Id-291e45e6-ee96-4396-b899-34f788e852ef","http://vocab.nerc.ac.uk/collection/S27/current/CS003869/"
"60207-90-1",1429,"propcnzl","propiconazol","ChemischeStof","2011-06-08","2018-12-06","Vervallen","","Id-0081d4a6-48ad-429b-a703-f1df5c9d4b5f","http://vocab.nerc.ac.uk/collection/S27/current/CS003869/"
"60348-60-9",2317,"PBDE99","2,2',4,4',5-pentabroomdifenylether","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e4bd439a-16fb-464f-8a6a-3bd996f386ec","http://vocab.nerc.ac.uk/collection/S27/current/CS001012/"
"604-75-1",4337,"oxzpm","oxazepam","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2d6540df-9bd1-4bd5-bff2-a1ad4b8de33e","http://vocab.nerc.ac.uk/collection/S27/current/CS004263/"
"608-31-1",134,"26DClAn","2,6-dichlooraniline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0166167a-1b66-4906-ab93-a3768eeec2f7","http://vocab.nerc.ac.uk/collection/S27/current/CS004209/"
"608-33-3",6247,"26DBrFol","2,6-dibroomfenol","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-c484167e-698a-4b40-9fe1-eaa2aa802c53","http://vocab.nerc.ac.uk/collection/S27/current/CS004459/"
"608-73-1",4651,"sHCH","som hexachloorcyclohexaan-isomeren","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-96390e81-2c45-44e8-a408-ffc47cf42f63","http://vocab.nerc.ac.uk/collection/S27/current/CS003521/"
"608-73-1",4651,"sHCH","som hexachloorcyclohexaan-isomeren","ChemischeStof","2011-08-28","2100-01-01","Geldig","","Id-55db7d93-f76b-49e9-9b1a-386463779799","http://vocab.nerc.ac.uk/collection/S27/current/CS003521/"
"608-93-5",1387,"PeClBen","pentachloorbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-78bba132-f877-4a93-8567-56ce7e7a7913","http://vocab.nerc.ac.uk/collection/S27/current/CS002587/"
"60851-34-5",79,"PCDF130","2,3,4,6,7,8-hexachloordibenzofuraan","ChemischeStof","2011-06-08","2011-06-08","Vervallen","","Id-dc864998-c57e-40d7-948c-1b5c4bed7437","http://vocab.nerc.ac.uk/collection/S27/current/CS003689/"
"60851-34-5",79,"PCDF130","2,3,4,6,7,8-hexachloordibenzofuraan","ChemischeStof","2011-06-09","2100-01-01","Geldig","","Id-f259176d-d6f7-4ad3-92dd-f2b2cc6514b5","http://vocab.nerc.ac.uk/collection/S27/current/CS003689/"
"609-19-8",177,"345TClFol","3,4,5-trichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3c04cc10-477b-4727-9bc4-230aec4e8e79","http://vocab.nerc.ac.uk/collection/S27/current/CS003825/"
"6108-10-7",712,"eHCH","epsilon-hexachloorcyclohexaan","ChemischeStof","2011-06-10","2100-01-01","Geldig","","Id-9be69ec9-1e51-4418-a75d-e627e3095095","http://vocab.nerc.ac.uk/collection/S27/current/CS003845/"
"611-06-3",118,"24DClNO2Ben","2,4-dichloornitrobenzeen","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-395a769b-432b-4793-ac1c-1af805d770f0","http://vocab.nerc.ac.uk/collection/S27/current/CS004095/"
"611-06-3",118,"24DClNO2Ben","2,4-dichloornitrobenzeen","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-71f9f5d7-f736-4933-9543-77a2cbe77ae6","http://vocab.nerc.ac.uk/collection/S27/current/CS004095/"
"615-58-7",6246,"24DBrFol","2,4-dibroomfenol","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-126c1cfa-5524-4a36-a7eb-8e8c0df058fc","http://vocab.nerc.ac.uk/collection/S27/current/CS004466/"
"615-74-7",144,"2Cl5C1yFol","2-chloor-5-methylfenol","ChemischeStof","2013-07-06","2100-01-01","Geldig","","Id-ef9eb0ba-91de-482b-9057-aeda962adb57","http://vocab.nerc.ac.uk/collection/S27/current/CS004444/"
"618-62-2",187,"13DCl5NO2Ben","1,3-dichloor-5-nitrobenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-43f036c5-0df4-41c2-9b7e-7d29f87bec8e","http://vocab.nerc.ac.uk/collection/S27/current/CS004149/"
"6190-65-4",571,"desC2yatzne","desethylatrazine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-58081abb-a945-4236-81cf-988c18171fc0","http://vocab.nerc.ac.uk/collection/S27/current/CS003874/"
"61949-76-6",3505,"cpermtn","cis-permethrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6fa5e7e0-9a06-406f-ae1a-6d4fcf52db14","http://vocab.nerc.ac.uk/collection/S27/current/CS003275/"
"61949-77-7",4888,"tpermtn","trans-permethrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5af937a7-38eb-445c-8fcc-07aa005e6e7d","http://vocab.nerc.ac.uk/collection/S27/current/CS003144/"
"6197-30-4",6477,"octclne","octocrilene","ChemischeStof","2020-09-09","2100-01-01","Geldig","","Id-eb1e3f7c-f8d3-4153-a621-5eb458a0a00b","http://vocab.nerc.ac.uk/collection/S27/current/CS004350/"
"62-53-3",296,"An","aniline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6e075c37-9888-4c6f-aee6-f2d726169732","http://vocab.nerc.ac.uk/collection/S27/current/CS004415/"
"62-73-7",624,"DClvs","dichloorvos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0bf99846-ea6a-4904-9970-5aaa3f994c35","http://vocab.nerc.ac.uk/collection/S27/current/CS003283/"
"6217-54-5",6094,"cC22aHxzr","cis-4,7,10,13,16,19-docosahexaeenzuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-6aa0a128-6514-4883-aaae-bbaec95887c6","http://vocab.nerc.ac.uk/collection/S27/current/CS002405/"
"626-43-7",185,"35DClAn","3,5-dichlooraniline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-406c64f7-5621-4a8d-b121-6917d5fcbfdb","http://vocab.nerc.ac.uk/collection/S27/current/CS004336/"
"62610-77-9",4155,"metcfs","methacrifos","ChemischeStof","2011-06-08","2021-12-08","Vervallen","","Id-8fd27f50-53a2-4362-b55e-af1bb968f142","http://vocab.nerc.ac.uk/collection/S27/current/CS003888/"
"62610-77-9",6901,"tmethcfs","trans-methacrifos","ChemischeStof","2021-12-09","2100-01-01","Geldig","","Id-17d5010d-bf5b-468f-ae40-9a9acceab442","http://vocab.nerc.ac.uk/collection/S27/current/CS003888/"
"629-62-9",6261,"NC15a","n-pentadecaan","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-4760ed11-03b7-44b1-9fe5-87c6d8f925c5","http://vocab.nerc.ac.uk/collection/S27/current/CS003159/"
"629-78-7",6485,"C17a","heptadecaan","ChemischeStof","2020-09-09","2100-01-01","Geldig","","Id-e0d8d658-5831-4fcc-b720-5f5e5ccacad6","http://vocab.nerc.ac.uk/collection/S27/current/CS000634/"
"629-92-5",6510,"C19a","nonadecaan","ChemischeStof","2020-10-09","2100-01-01","Geldig","","Id-1b0a6d60-8ddd-4851-ac09-91f932d3d3a9","http://vocab.nerc.ac.uk/collection/S27/current/CS000753/"
"629-94-7",6486,"C21a","heneicosaan","ChemischeStof","2020-09-09","2100-01-01","Geldig","","Id-115f539e-2151-4df1-8440-92cd24651ad8","http://vocab.nerc.ac.uk/collection/S27/current/CS000599/"
"629-96-9",6673,"1C20ol","1-eicosanol","ChemischeStof","2021-03-19","2100-01-01","Geldig","","Id-d2058f2b-0f42-4e30-aedb-ffbadbabbf87","http://vocab.nerc.ac.uk/collection/S27/current/CS000676/"
"629-99-2",6487,"C25a","pentacosaan","ChemischeStof","2020-09-09","2100-01-01","Geldig","","Id-e088123b-6a93-4808-99c6-ebeeb203d23a","http://vocab.nerc.ac.uk/collection/S27/current/CS000788/"
"63-25-2",458,"carbrl","carbaryl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6cf1c7f0-7413-471c-9dc8-537744a40af4","http://vocab.nerc.ac.uk/collection/S27/current/CS004243/"
"630-01-3",6488,"C26a","hexacosaan","ChemischeStof","2020-09-09","2100-01-01","Geldig","","Id-67e70fcf-5e37-46f8-aeb5-ac76e625d6d7","http://vocab.nerc.ac.uk/collection/S27/current/CS000655/"
"630-02-4",3344,"C28a","octacosaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6e56dbaa-b0be-4ba3-bf23-c79db1c2d841","http://vocab.nerc.ac.uk/collection/S27/current/CS000760/"
"630-03-5",6489,"C29a","nonacosaan","ChemischeStof","2020-09-09","2100-01-01","Geldig","","Id-4a8cded5-5c23-45b2-a718-c3a0e92fc202","http://vocab.nerc.ac.uk/collection/S27/current/CS001376/"
"630-05-7",6674,"C33a","tritriacontaan","ChemischeStof","2021-03-19","2100-01-01","Geldig","","Id-ccab5d79-ff48-4eed-aff8-c7d095cc906a","http://vocab.nerc.ac.uk/collection/S27/current/CS001257/"
"630-07-9",6490,"C35a","pentatriacontaan","ChemischeStof","2020-09-09","2100-01-01","Geldig","","Id-252cf51f-1eea-447c-9dba-a6f74da6ca60","http://vocab.nerc.ac.uk/collection/S27/current/CS003157/"
"630-08-0",3493,"CMO","koolmonoxide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8c2f32cc-c9b0-4d00-8405-6df605623847","http://vocab.nerc.ac.uk/collection/S27/current/CS003002/"
"630-20-6",3,"1112T4ClC2a","1,1,1,2-tetrachloorethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5b50a4c3-6e67-4712-aaff-9bf74acc6e83","http://vocab.nerc.ac.uk/collection/S27/current/CS003251/"
"631-64-1",3561,"DBrHAc","dibroomazijnzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6b7cb1e5-5d65-4293-bcab-d2b03e6026b0","http://vocab.nerc.ac.uk/collection/S27/current/CS003738/"
"6339-19-1",3615,"desFyClidzn","desfenylchloridazon","ChemischeStof","2012-04-07","2100-01-01","Geldig","","Id-06d0da6e-f894-4ecc-a2d5-a215695a5f2f","http://vocab.nerc.ac.uk/collection/S27/current/CS003900/"
"634-66-2",16,"1234T4ClBen","1,2,3,4-tetrachloorbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-59e37b82-4237-4067-a9f0-d9907502dd3d","http://vocab.nerc.ac.uk/collection/S27/current/CS003896/"
"634-90-2",18,"1235T4ClBen","1,2,3,5-tetrachloorbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-9efc602c-3886-44e6-aae3-a407b99783b8","http://vocab.nerc.ac.uk/collection/S27/current/CS004442/"
"638-36-8",2931,"261014T4C102","2,6,10,14-tetramethylhexadecaan","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-7c5b3dce-bc03-42fe-bddf-49783b2abd4b","http://vocab.nerc.ac.uk/collection/S27/current/CS003230/"
"638-36-8",2931,"261014T4C102","2,6,10,14-tetramethylhexadecaan","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-e9d4b542-ae90-4027-8083-9d17b862645e","http://vocab.nerc.ac.uk/collection/S27/current/CS003230/"
"638-53-9",3309,"C13azr","tridecaanzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fd59d54c-5b3f-4065-b745-ed6d18061afb","http://vocab.nerc.ac.uk/collection/S27/current/CS001236/"
"638-67-5",6491,"C23a","tricosaan","ChemischeStof","2020-09-09","2100-01-01","Geldig","","Id-f0aa8980-3638-4641-8993-7f5ad548f313","http://vocab.nerc.ac.uk/collection/S27/current/CS000928/"
